Course Subject,Course Number,Course Name,Course Description,See Also
ARTE,425,Practicum in the Secondary School II,"
Prerequisite: ARTE 423. This course is a 350-hour teaching practicum in a secondary school. Student teachers implement curriculum planning and classroom management that respects ethnic, socio-economic, and cultural diversity, and that successfully integrates students with special needs. Student teachers also apply safe use of art materials and appropriate art learning assessment procedures.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-40.html#courses
ARTE,432,Community Art Education: Theory and Practice,"
Prerequisite: ARTE 330 or written permission of the Department. Students connect theory and practice by planning and teaching appropriate art events for a particular community setting or population. Students investigate organizational and administrative approaches necessary for successful community art education programming. This course includes a practicum component.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-40.html#courses
ARTE,434,Professional Practice for Art Educators,"
Prerequisite: ARTE 420 or 432. Students develop, teach, and then evaluate an art program during a practicum in a community setting. Students formulate and express a philosophy of teaching art in a community setting that connects theory, critical thinking, reflective practice and fieldwork experience. Students investigate entrepreneurial skills needed to market community art programs. Students must complete a practicum in a community setting.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-40.html#courses
ARTE,498,Special Topics in Inter-Related Media and Technologies,"
Prerequisite: 24 credits in the Major or Specialization in Art Education – Visual Arts, or permission of the Department. This course provides an opportunity for the study of specialized aspects of art education. Topics chosen for consideration vary from year to year.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-40.html#courses
DFTT,450,Advanced Public Performance Design ,"
Prerequisite: DFTT 350 or 351 and written permission of the Department of Theatre. Students learn to collaborate with directors, other designers, and technical staff at an advanced level to creatively realize set, costume, lighting, properties, video, and sound designs for live performance.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html
CART,211,Creative Computing and Network Culture,"
Prerequisite: Enrolment in a Computation Arts program or written permission of the Department. This course gives a broad introduction to the fundamentals of creative computing and network culture. Through readings and practical examples, students explore the histories of the Internet, computing, and interactivity as well as gain knowledge of fundamental technical tools used for creating network-based media.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,212,Digital Media Studio I,"
Prerequisite: CART 211; enrolment in a Computation Arts program; or written permission of the Department. This studio-based course focuses on the production of dynamic and interactive audio/visual media. Students develop proficiency in generating original audio and visual material as well as exposure to current digital media software. Concurrent with gaining knowledge of existing tools for production, students create a high-quality studio work for portfolio inclusion.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,214,Visual Form and Communication,"
Prerequisite: Enrolment in a Computation Arts program or written permission of the Department. Key themes of visual communication are explored in the context of computation arts. This studio course considers design elements such as line, pattern, shape, texture, interpretation of space, surface, perspective, dimension, repetition, randomness, colour and colour spaces, typography, drawing from observation, layout and composition and conceptualization. This class is predominantly non-digital and discusses the relationships between analog and digital approaches.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,215,Introduction to Game Design,"
Prerequisite: Enrolment in a Computation Arts program or the Minor in Game Design or written permission of the Department. This course is an introduction to the design of playful activities and games in particular. Students are introduced to terminology, conceptual frameworks, and critical approaches in order to develop a precise understanding of games at a formal and pragmatic level. Students acquire and develop tools to conceive, formalize, and communicate game design ideas.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
"
CART",253,Creative Computation I,"
Prerequisite: Enrolment in the Specialization or Minor in Computation Arts or written permission of the Department. This course focuses on developing students’ programming abilities, beginning with basic concepts and building toward approaches of increasing complexity. Students put these concepts and techniques into practice by creating their own expressive digital media projects, exploring areas such as interactivity, play, sound, and video.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,263,Creative Computation II,"
Prerequisite: CART 253; or written permission of the Department. In this course, students build on developing proficiency in programming by engaging in larger-scale project work and learning to use more sophisticated data structures, algorithms, and code reuse. Emphasis is placed on developing ambitious and experimental applications that engage deeply with the underlying ideas of computation as a medium.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,310,Interaction Design Studio ,"
Prerequisite: CART 210; 24 credits completed in a Computation Arts program or written permission of the Department. This course introduces the theories and practices of interaction design. Students learn about interaction design from the early history of computers and computation through to present-day best practice and experimental approaches still being developed. In the studio portion of the course, students apply the theory introduced by developing specific prototype works in multiple forms, including paper, video and digital prototypes.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,312,Digital Media Studio II ,"
Prerequisite: CART 212; 24 credits completed in a Computation Arts program; or written permission of the Department. This studio-based course furthers work done in CART 212, focusing on the production and authoring of dynamic audio/visual media using advanced techniques such as compositing and motion graphics. Students develop proficiency in generating original audio and visual material as well as exposure to current digital audio-visual-authoring software including postproduction environments such as After Effects and Motion. Concurrent with gaining knowledge of existing tools for production, students create a term-long project which will be a high quality, studio work appropriate for portfolio inclusion.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,315,Digital Game Prototyping,"
Prerequisite: CART 263 or COMP 218 or COMP 248; or written permission of the Department. Students study specialized game technology, create a series of digital game prototypes, and are introduced to higher level programming concepts pertaining to interactive applications. Efficient approaches to the design and development of complex interactive software, such as iterative development and rapid prototyping, are explored.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,345,Digital Texts and Typography I,"
Prerequisite: 24 credits completed in a Computation Arts program; or written permission of the Department. This is a studio course in which students conduct experiments in digital text, type, and typography. It looks at how type can be used in dynamic, interactive, and performative contexts, how manipulating the appearance and behaviour of type affects the meaning of the text, and how to work with the materiality of letterforms. Class projects include motion typography for video, interactive texts, liquid/random/malleable fonts, and computationally responsive letterforms.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,346,Digital Sound I: Theory and Practice of Real-Time Audio,"
Prerequisite: 24 credits completed in a Computation Arts, Electroacoustics, or Intermedia (Video, Performance and Electronic Arts) program; or written permission of the Department. This course is an introduction to the fundamental principles of real-time digital audio: the use of a computer to process, synthesize, and manipulate digitized representations of sound in real-time. Topics such as physics of sound, sampling, synthesis techniques, filters, and acoustics are introduced through the use of the real-time programming environments Max/MSP and Supercollider. Students experiment with digital audio techniques through lab exercises and the development of a final real-time composition/sound design work.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,347,Digital Sound II: Sound Design,"
Prerequisite: CART 346; 24 credits completed in a Computation Arts, Electroacoustics, or Intermedia (Video, Performance and Electronic Arts) program; or written permission of the Department. This course is a seminar/project studio in the conceptual and technical nature of digitally based sound design for film, video, and interactive multimedia (web, DVDs, games, sensor-augmented environments). Topics include sound and image fusion, audio-vision and conceptual/technical issues related to file and compression formats, spatialization (5.1), communication protocols, editing, mixing, tracking, asset creation and socio-cultural theories of audition. A term-long individual or group-based project is developed that takes participants through all phases of the sound design production workflow.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,351,Networks and Navigation,"
Prerequisite: CART 211, 212; CART 263 or COMP 248; 24 credits completed in a Computation Arts program or written permission of the Department. In this course, students develop interactive projects that use networked data, redefine online communities, and experiment with new communication structures. The perceptual and aesthetic aspects of digital media are addressed in relation to the technical skill sets required for navigating and understanding the possibilities and limits of networked environments.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,353,Creative Computation III ,"
Prerequisite: CART 263 or written permission of the Department. In this course, students develop their programming skills via specific technologies and design perspectives, including but not limited to artificial life, evolutionary computation, procedural content generation, and playful design. The course focuses on students’ own studio practice as artist-programmers and supports their continuing exploration of the medium.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,355,Topics in Kinetic Imagery,"
Prerequisite: 24 credits in a Computation Arts program. This course provides an opportunity for the study of special topics in kinetic imagery. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,356,Topics in Abstract Soundscapes,"
Prerequisite: 24 credits in a Computation Arts program. This course provides an opportunity for the study of special topics in abstract soundscapes. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,357,Topics in Digital Space,"
Prerequisite: 24 credits in a Computation Arts program. This course provides an opportunity for the study of special topics in digital and immersive space. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,358,Topics in Senses and Perception,"
Prerequisite: 24 credits in a Computation Arts program. Research into sensory perception, touch, and noise is key to project proposals, methodology, and production. Interdisciplinary referencing and collaborative projects are emphasized. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,360,Tangible Media and Physical Computing,"
Prerequisite: CART 263* or COMP 248; 24 credits completed in a Computation Arts program or written permission of the Department. This course explores the concepts of tangible media and physical computation as well as related concepts of ubiquitous computing, wearable computing, and interaction design. The focus is on conceptual development, prototyping, and implementation of tangible media and physical computing artifacts from the perspectives of technical proficiency, functionality, aesthetics, and personal/social meaning.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,398,Special Topics in Computation Arts,"
Prerequisite: Enrolment in a Computation Arts program or written permission of the Department. This course provides an opportunity for the study of specialized aspects and applications in computation arts. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,433,(also listed as DART 455),<b><i>                       Information Design </i></b>,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,434,Advanced 3D Studio,"
Prerequisite: CART 362; 48 credits completed in a Computation Arts program; or written permission of the Department. This advanced studio builds upon 3D modelling for animation, gaming, and spatial environments. Concurrent with the development of technical skill sets, students develop thematic projects with consideration given to industry standards and cultural products for public or private enterprise.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,453,The Digital Nomad,"
Prerequisite: 48 credits completed in a Computation Arts program; or written permission of the Department. This studio course is based on mobility or nomadic considerations in new media productions. Transportable and flexible equipment configurations are devel­oped to support on-site performance events, projection, and multimedia installations.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,455,Professional Internship I,"
Prerequisite: 48 credits completed in a Computation Arts program; written permission of the Department. Students work in the industry for a period of nine to thirteen weeks to allow them to gain experience in design firms and multimedia companies. Internships approved for credit must be academically appropriate to the program.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,456,Professional Internship II,"
Prerequisite: 48 credits completed in a Computation Arts program; written permission of the Department. Students work in the industry for a period of nine to thirteen weeks to allow them to gain experience in design firms and multimedia companies. Internships approved for credit must be academically appropriate to the program.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,457,Independent Study I,"
Prerequisite: 48 credits completed in a Computation Arts program; written permission of the Department. This course provides an opportunity for a limited number of students to pursue advanced studies in computation arts research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,458,Independent Study II,"
Prerequisite: 48 credits completed in a Computation Arts program; written permission of the Department. This course provides an opportunity for a limited number of students to pursue advanced studies in computation arts research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,459,Independent Study III,"
Prerequisite: 48 credits completed in a Computation Arts program; written permission of the Department. This course provides an opportunity for a limited number of students to pursue advanced studies in computation arts research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,460,Bending Bits: Advanced Topics in Digital Media,"
Prerequisite: CART 411 previously or concurrently; 48 credits completed in a Computation Arts program; or written permission of the Department. An advanced studio course examining the ways computation can be deeply integrated into students’ creative practices. Projects look at how computation can be used to transform interactivity into a semantic strategy, input/output into a dialogue between the user, the work, and the world, and data processing into means of aesthetic exploration.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,461,Tangible Media Studio,"
Prerequisite: CART 360; 48 credits completed in a Computation Arts program or written permission of the Department. This studio course introduces advanced topics in tangible media and the related aesthetic and interaction design challenges and opportunities. Students work together on experimental projects that push the boundaries of physical interfaces and the expressivity of installation-based digital work.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
CART,498,Special Topics in Computation Arts,"
Prerequisite: Enrolment in a Computation Arts program or written permission of the Department. An advanced course which provides an opportunity for the study of specialized aspects and applications in digital fine arts. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,221,Visual Communication in Context,"
Prerequisite: Enrolment in the Major in Design or written permission of the Department. This studio course engages students in the study and application of graphic composition and visual communication. It focuses in particular on the elements and principles of layout and colour theory.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,261,Introduction to Design Studies,"
Prerequisite: Enrolment in the Major in Design or written permission of the Department. This lecture course examines key themes in the history and theory of visual communication and the built environment from industrialization to the present day. Emphasis is given to current as well as future implications of design practice. Research methods in the discipline are introduced to facilitate development of students’ analytical and critical abilities, both oral and written.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,262,Exploring Design Studies,"
Prerequisite: DART 261; enrolment in the Major in Design; or written permission of the Department. This theory course introduces students to innovative and creative ways of thinking about design, and offers means of organizing their ideas effectively and convincingly. Referring to both historic and current examples of design theory and practice, coursework and assignments explore existing frameworks or models for design studies, enabling students to investigate critical aspects of visual communication and the built environment.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,263,Design History and Sustainability,"
Prerequisite: DART 221, 261; DART 291, 292 previously or concurrently; or written permission of the Department. This theory course offers students a reflective space to explore sustainable design theory and practice through historical artifacts, and thereby expand their intellectual engagement with key issues in past, present, and potential future approaches to design complexity and design for sustainability.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,280,Investigations in Typographic Design,"
Prerequisite: DART 221; DART 291, 292 previously or concurrently; or written permission of the Department. This studio course focuses on typographic design and explores the functional and expressive aspects of typography. Process-based assignments emphasize the principles of typography, information hierarchy, multiple-page content, and text-image relationships.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,291,Design Process and the Materiality of Objects,"
Prerequisite: DART 221, 261; or written permission of the Department. This studio course concentrates on the design process and provides students with communication strategies including sketching in perspective and technical drawing. Assigned projects address creativity, sustainable materials, and construction techniques.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,292,Bio-Inspiration in the Design of Objects,"
Prerequisite: DART 221, 261, 262 or 263, 291; DART 280 previously or concurrently; or written permission of the Department. This studio course advances the study of materials and construction methods. Assignments emphasize research and research methods specifically within the study of bionics. Students explore nature as inspiration to facilitate innovative and effective life cycles of designed objects.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,298,Special Topics in Design Art,"
Prerequisite: Enrolment in the Major in Design or written permission of the Department. This course provides an opportunity for the study of special issues in Design. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,331,Words in Space,"
Prerequisite: DART 280; DART 391, 392 previously or concurrently; or written permission of the Department. This studio course focuses on type and image in the built environment. Issues of space, materiality, and legibility are examined within architectural and urban landscapes. Students engage in projects ranging from wayfinding and signage to exhibition design and installations.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,332,Print Concepts and Processes,"
Prerequisite: DART 221, 261, 262 or 263, 280; 24 credits in the Design Major; or written permission of the Department. This studio course focuses on the conceptualization, process, and production of printed projects. Assignments relate content and narrative to the material nature of printed matter, printing techniques, and the responsible use of resources.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,335,Interpretive Public Spaces,"
Prerequisite: DART 380 or 381; DART 391, 392 previously or concurrently; or written permission of the Department. This studio course develops strategies for interactions in the public sphere. The application of scenography, planning of space and the integration of content orients the student towards the design of museum installations, mobile exhibitions, and performative events.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,339,Second Skin and Soft Wear,"
Prerequisite: DART 380 or 381; DART 391, 392 previously or concurrently; or written permission of the Department. This studio course contextualizes the making of and the concepts relating to soft surfaces, objects, furniture, and sculptural forms. Students are also encouraged to explore the sensory interfaces between surface and structure in design by investigating alternative material use and new technologies for innovative textile design, electronics, and body wear.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,349,Introduction to Web Design,"
Prerequisite: 24 credits in the Major in Design or written permission of the Department. This studio course introduces students to such aspects of web design as graphic user interface; navigation and information hierarchies; the differences between screen and print; and user experience; and explores the challenges facing designers working in an online environment. Students create websites for multiple platforms and mobile devices, as well as experiment with innovative ways of organizing information.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,380,3D Digital Concepts,"
Prerequisite: DART 280; 24 credits in the Major in Design; or written permission of the Department. This computer lab course introduces students to computer-assisted 3D design concepts. Practical exercises advance technical skills and are combined with thematic proposals for virtual object representation. Scaled object production is encouraged in the final stages of the studio.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,381,Digital Media and Moving Images,"
Prerequisite: DART 280; 24 credits in the Major in Design; or written permission of the Department. In this studio course, students generate concepts, thematic proposals, storyboards, and narratives for audiovisual presentations and creative works with a focus on online or web applications. Students develop projects for motion graphics, kinetic typography, as well as audio components.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,391,Socio-Cultural Research and Practice,"
Prerequisite: DART 221, 261, 262 or 263 , 280, 291, 292; 24 credits in the Major in Design; or written permission of the Department. This studio course emphasizes the significance of research and context in the development of socio-cultural sustainability and collaborative design practice. Students experiment with word-image relationships exploring diverse mediums including small-scale publishing, soft surface design, dimensional packaging, and body wear.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,392,Environmental Research and Practice,"
Prerequisite: DART 261, 262 or 263, 291, 292, 391; 24 credits in the Major in Design; or written permission of the Department. This studio course develops students’ expertise in design research and support applications for the built environment, through specific sustainable projects and community initiatives. Students work in collaboration with different stakeholders in the research, conceptualization, construction, and analysis stages of project design.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,398,Special Topics in Design,"
Prerequisite: 24 credits in the Major in Design or written permission of the Department. This course provides an opportunity for the study of special issues in design art. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,440,Un.bound in Perfect Print,"
Prerequisite: 48 credits in the Major in Design or written permission of the Department. This studio course focuses on producing a series of self-directed conceptual or thematic book works. Projects are informed by studies of the history, craft and cultural significance of limited edition publications, unbound/bound bookworks, ",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,441,The Culture of Images,"
Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this theory course students analyze the impact of images through the study of popular culture and the persuasiveness of advertising in image-saturated and information-dense societies. Projects address strategies for effective visual communication as catalysts towards transformative socio-cultural environments.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,442,Scenarios for Typography,"
Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. This studio course engages students to explore the diversity of typographic expression within a visual and literary context. Assignments are designed to address the significance and complexity of words for persuasive messaging, multilingual information exchange, and typographic play in visual communication.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,443,Print: Meaning and Process,"
Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. This computer lab course focuses on graphic design in publishing systems. The implications of mass production, the responsible use of resources, and alternative print and packaging processes are key factors in the ecology of image production.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,444,Portfolio Design,"
Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this studio course, students represent their design practice in a series of portfolio materials. Visual and written documentation are developed for print, digital media, and exhibition.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,445,The Narrative Object,"
Prerequisite: DART 380 or 381; DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this studio course, the mythic potential of objects as personal and cultural markers is considered in the context of everyday life. Students construct meaning through objects, responding to the potential for expression inherent in materials, structure, and form. The rigour of observation, analysis, and interpretation of object stimulates opportunities for multiple readings.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,446,Studies in the Built Environment,"
Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this theory course, students explore physical space as a complex dynamic in which nature, architecture, things, and people continuously interact and influence each other. Students develop skills to explore such concepts as spatiality and materiality, to enhance their understanding of, and contributions to, the built environment.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,447,The Future Life of Objects,"
Prerequisite: DART 380; DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. This studio course encourages students to analyze the integration and impact of digital technologies in the production of three-dimensional objects and space design. Students examine current technologies and production and explore concepts for objects, enhancing the long-term value and use of objects within the built environment.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,448,Nature-Inspired Environments,"
Prerequisite: DART 380; DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this studio course, students examine natural systems to uncover design potential for the built environment. Students develop innovative approaches that advance sustainable design thinking through the study of intrinsic environmental geometries, behaviours, narratives, and life-cycle flows.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,449,The Language of the Web,"
Prerequisite: DART 349; 48 credits in the Major in Design or written permission of the Department. In this studio course, students develop online applications and innovative methods for organizing and disseminating information. Issues of interactivity, navigation, and open-source media are emphasized.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
DART,450,Web Intervention,"
Prerequisite: DART 349; 48 credits in the Major in Design or written permission of the Department. In this studio course, students create socially engaged online interventions. Projects are informed by open-source culture, social media, and the effects of technological democratization.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html
